vote_id,for_or_against,vote_topic,vote_date,politic_name
vote_623,POUR,Projet de loi d'orientation et de programmation du ministère de l'Intérieur (LOPMI),22 nov. 2022,michael-taverne
vote_531,POUR,Créer une aide exceptionnelle de 230 millions d'euros pour les ménages se chauffant au bois,08 nov. 2022,michael-taverne
vote_557,CONTRE,Projet de loi de finances rectificative pour 2022,08 nov. 2022,michael-taverne
vote_510,POUR,"Baisser le taux de TVA sur l'énergie : gaz, électricité, fioul, carburants",07 nov. 2022,michael-taverne
vote_361,CONTRE,Projet de loi de programmation des finances publiques (2023 à 2027),25 oct. 2022,michael-taverne
vote_325,ABSTENTION,Rétablir l'impôt de solidarité sur la fortune (ISF),17 oct. 2022,michael-taverne
vote_315,POUR,Relever l’abattement sur les successions et donations de 100 000 € à 150 000 €,14 oct. 2022,michael-taverne
vote_269,POUR,Créer une taxe temporaire sur les super-dividendes distribuées par les grandes entreprises,12 oct. 2022,michael-taverne
vote_210,POUR,Interdire aux salariés en CDD qui refusent un CDI de toucher une allocation chômage,05 oct. 2022,michael-taverne
vote_208,CONTRE,Moduler l'assurance chômage en fonction de la conjoncture économique,04 oct. 2022,michael-taverne
vote_189,CONTRE,Approuver le partenariat entre la France et le Qatar pour la sécurité du Mondial de foot,04 août 2022,michael-taverne
vote_184,ABSTENTION,Ratifier l'accord sur l'adhésion à l'OTAN de la Suède et de la Finlande,02 août 2022,michael-taverne
vote_101,POUR,"Supprimer la redevance audiovisuelle, la taxe finançant l'audiovisuel public",23 juill. 2022,michael-taverne
vote_105,POUR,Créer une taxe exceptionnelle sur les super‑profits des entreprises pétrolières et des concessionnaires d'autoroutes,23 juill. 2022,michael-taverne
vote_81,POUR,Projet de loi pour le pouvoir d'achat,21 juill. 2022,michael-taverne
vote_44,CONTRE,Augmenter le salaire minimum (SMIC) à 1500 euros net mensuel,20 juill. 2022,michael-taverne
vote_3725,POUR,Projet de loi constitutionnelle modifiant le corps électoral en Nouvelle-Calédonie,14 mai 2024,pierrick-berteloot
vote_3643,ABSTENTION,Proposition de loi visant à limiter la diffusion des polluants éternels (PFAS),04 avr. 2024,pierrick-berteloot
vote_3653,ABSTENTION,Instaurer des prix planchers pour les agriculteurs,04 avr. 2024,pierrick-berteloot
vote_3546,CONTRE,Projet de loi relatif à la gouvernance de la sûreté nucléaire,19 mars 2024,pierrick-berteloot
vote_3508,POUR,Proposition de loi visant à réduire l'impact environnemental de l'industrie textile,14 mars 2024,pierrick-berteloot
vote_3514,POUR,Assouplir les règles de cumul des mandats pour les députés et sénateurs,14 mars 2024,pierrick-berteloot
vote_3461,ABSTENTION,Déclaration du gouvernement sur la stratégie d'aide à l'Ukraine,12 mars 2024,pierrick-berteloot
vote_3436,POUR,Proposition de loi portant réparation des personnes condamnées pour homosexualité entre 1945 et 1982,06 mars 2024,pierrick-berteloot
vote_c1,POUR,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,pierrick-berteloot
vote_3289,POUR,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,pierrick-berteloot
vote_3245,ABSTENTION,"Rétablir une norme de hauteur sous plafond minimale de 2,20 mètres dans les logements",23 janv. 2024,pierrick-berteloot
vote_3213,POUR,Projet de loi immigration,19 déc. 2023,pierrick-berteloot
vote_2988,POUR,Obliger les contrôleurs aériens à se déclarer en grève au moins 2 jours avant,15 nov. 2023,pierrick-berteloot
vote_2796,ABSTENTION,Projet de loi visant à sécuriser et réguler l'espace numérique,17 oct. 2023,pierrick-berteloot
vote_2624,POUR,Supprimer l'article créant un service public de la petite enfance,03 oct. 2023,pierrick-berteloot
vote_2391,POUR,Lutter contre le dumping social sur le transport maritime transmanche,19 juill. 2023,pierrick-berteloot
vote_2256,POUR,Loi de programmation militaire 2024-2030,12 juill. 2023,pierrick-berteloot
vote_2046,POUR,Proposition de loi facilitant la mise en œuvre de la lutte contre l’artificialisation des sols,27 juin 2023,pierrick-berteloot
vote_1812,CONTRE,Déserts médicaux : réguler l'installation des médecins dans les zones bien pourvues en soignants,14 juin 2023,pierrick-berteloot
vote_1778,POUR,Loi de programmation militaire 2024-2030,07 juin 2023,pierrick-berteloot
vote_1762,POUR,Prolonger le dispositif de plafonnement de la hausse des loyers,31 mai 2023,pierrick-berteloot
vote_1370,CONTRE,Proposer une option végétarienne dans les établissements de restauration collective,06 avr. 2023,pierrick-berteloot
vote_1403,POUR,Supprimer la proposition de loi interdisant les vols en jets privés,06 avr. 2023,pierrick-berteloot
vote_1305,POUR,Projet de loi relatif aux Jeux olympiques de Paris 2024,28 mars 2023,pierrick-berteloot
vote_1243,POUR,Projet de loi d’accélération de l'énergie nucléaire,21 mars 2023,pierrick-berteloot
vote_1240,POUR,Réforme des retraites : Motion de censure transpartisane,20 mars 2023,pierrick-berteloot
vote_972,CONTRE,Retraites : créer un « index senior » dans les entreprises,14 févr. 2023,pierrick-berteloot
vote_931,POUR,Assurer un repas à 1 euros pour tous les étudiants,09 févr. 2023,pierrick-berteloot
vote_840,CONTRE,Inviter le Gouvernement à suspendre l'exploitation minière des fonds marins,17 janv. 2023,pierrick-berteloot
vote_823,CONTRE,Projet de loi accélérant la production d’énergies renouvelables,10 janv. 2023,pierrick-berteloot
vote_672,POUR,Créer un indicateur de saturation des éoliennes par département,07 déc. 2022,pierrick-berteloot
vote_652,ABSTENTION,Proposition de résolution soutenant l'Ukraine et condamnant la guerre menée par la Russie,30 nov. 2022,pierrick-berteloot
vote_633,POUR,Proposition de résolution en soutien au peuple iranien,28 nov. 2022,pierrick-berteloot
vote_623,POUR,Projet de loi d'orientation et de programmation du ministère de l'Intérieur (LOPMI),22 nov. 2022,pierrick-berteloot
vote_531,POUR,Créer une aide exceptionnelle de 230 millions d'euros pour les ménages se chauffant au bois,08 nov. 2022,pierrick-berteloot
vote_557,CONTRE,Projet de loi de finances rectificative pour 2022,08 nov. 2022,pierrick-berteloot
vote_490,POUR,Augmenter de 5 milliards d'euros les crédits pour la rénovation thermique des bâtiments,31 oct. 2022,pierrick-berteloot
vote_361,CONTRE,Projet de loi de programmation des finances publiques (2023 à 2027),25 oct. 2022,pierrick-berteloot
vote_315,POUR,Relever l’abattement sur les successions et donations de 100 000 € à 150 000 €,14 oct. 2022,pierrick-berteloot
vote_269,POUR,Créer une taxe temporaire sur les super-dividendes distribuées par les grandes entreprises,12 oct. 2022,pierrick-berteloot
vote_210,POUR,Interdire aux salariés en CDD qui refusent un CDI de toucher une allocation chômage,05 oct. 2022,pierrick-berteloot
vote_208,CONTRE,Moduler l'assurance chômage en fonction de la conjoncture économique,04 oct. 2022,pierrick-berteloot
vote_189,CONTRE,Approuver le partenariat entre la France et le Qatar pour la sécurité du Mondial de foot,04 août 2022,pierrick-berteloot
vote_184,ABSTENTION,Ratifier l'accord sur l'adhésion à l'OTAN de la Suède et de la Finlande,02 août 2022,pierrick-berteloot
vote_126,POUR,Créer une nouvelle aide financière exceptionnelle pour les particuliers se chauffant au fioul,25 juill. 2022,pierrick-berteloot
vote_131,ABSTENTION,Demander la gratuité de 40 litres d'eau par jour et par personne,25 juill. 2022,pierrick-berteloot
vote_101,POUR,"Supprimer la redevance audiovisuelle, la taxe finançant l'audiovisuel public",23 juill. 2022,pierrick-berteloot
vote_105,POUR,Créer une taxe exceptionnelle sur les super‑profits des entreprises pétrolières et des concessionnaires d'autoroutes,23 juill. 2022,pierrick-berteloot
vote_81,POUR,Projet de loi pour le pouvoir d'achat,21 juill. 2022,pierrick-berteloot
vote_3725,POUR,Projet de loi constitutionnelle modifiant le corps électoral en Nouvelle-Calédonie,14 mai 2024,matthieu-marchio
vote_3546,CONTRE,Projet de loi relatif à la gouvernance de la sûreté nucléaire,19 mars 2024,matthieu-marchio
vote_3514,POUR,Assouplir les règles de cumul des mandats pour les députés et sénateurs,14 mars 2024,matthieu-marchio
vote_3461,ABSTENTION,Déclaration du gouvernement sur la stratégie d'aide à l'Ukraine,12 mars 2024,matthieu-marchio
vote_3442,CONTRE,Créer une taxe sur les bureaux vacants,07 mars 2024,matthieu-marchio
vote_3436,POUR,Proposition de loi portant réparation des personnes condamnées pour homosexualité entre 1945 et 1982,06 mars 2024,matthieu-marchio
vote_c1,POUR,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,matthieu-marchio
vote_3324,POUR,Obliger les cabinets de conseil à déclarer toutes leurs actions de démarchage auprès des administrations publiques,01 févr. 2024,matthieu-marchio
vote_3329,POUR,Renforcer le contrôle du pantouflage entre les cabinets de conseil et l'administration publique,01 févr. 2024,matthieu-marchio
vote_3289,POUR,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,matthieu-marchio
vote_3213,POUR,Projet de loi immigration,19 déc. 2023,matthieu-marchio
vote_3203,POUR,Motion de rejet du projet de loi immigration,11 déc. 2023,matthieu-marchio
vote_2965,CONTRE,Projet de loi pour le plein emploi,14 nov. 2023,matthieu-marchio
vote_2796,ABSTENTION,Projet de loi visant à sécuriser et réguler l'espace numérique,17 oct. 2023,matthieu-marchio
vote_2545,CONTRE,Inscrire toutes les personnes sans emploi sur la liste des demandeurs d'emploi,27 sept. 2023,matthieu-marchio
vote_2137,CONTRE,Proposition de loi renforçant l'accès des femmes aux responsabilités dans la fonction publique,05 juill. 2023,matthieu-marchio
vote_2046,POUR,Proposition de loi facilitant la mise en œuvre de la lutte contre l’artificialisation des sols,27 juin 2023,matthieu-marchio
vote_1785,ABSTENTION,Élargir l'assiette de la taxe sur les transactions financières (TFF),08 juin 2023,matthieu-marchio
vote_1778,POUR,Loi de programmation militaire 2024-2030,07 juin 2023,matthieu-marchio
vote_1762,POUR,Prolonger le dispositif de plafonnement de la hausse des loyers,31 mai 2023,matthieu-marchio
vote_1501,CONTRE,Afficher le drapeau européen sur les façades des mairies des villes de plus de 1 500 habitants,10 mai 2023,matthieu-marchio
vote_1462,POUR,Proposition de loi réintégrant les soignants non-vaccinés contre le Covid-19,04 mai 2023,matthieu-marchio
vote_1361,POUR,Proposition de loi visant à protéger les logements contre l'occupation illicite,04 avr. 2023,matthieu-marchio
vote_1305,POUR,Projet de loi relatif aux Jeux olympiques de Paris 2024,28 mars 2023,matthieu-marchio
vote_1243,POUR,Projet de loi d’accélération de l'énergie nucléaire,21 mars 2023,matthieu-marchio
vote_1240,POUR,Réforme des retraites : Motion de censure transpartisane,20 mars 2023,matthieu-marchio
vote_972,CONTRE,Retraites : créer un « index senior » dans les entreprises,14 févr. 2023,matthieu-marchio
vote_947,CONTRE,Supprimer certains régimes spéciaux de retraite,10 févr. 2023,matthieu-marchio
vote_931,POUR,Assurer un repas à 1 euros pour tous les étudiants,09 févr. 2023,matthieu-marchio
vote_840,CONTRE,Inviter le Gouvernement à suspendre l'exploitation minière des fonds marins,17 janv. 2023,matthieu-marchio
vote_823,CONTRE,Projet de loi accélérant la production d’énergies renouvelables,10 janv. 2023,matthieu-marchio
vote_770,POUR,Fixer une distance minimale de 40 kilomètres entre les éoliennes en mer et les côtes,13 déc. 2022,matthieu-marchio
vote_667,POUR,Solliciter l'avis des Bâtiments de France pour les projets éoliens à moins de 5km d'un bâtiment historique,06 déc. 2022,matthieu-marchio
vote_652,ABSTENTION,Proposition de résolution soutenant l'Ukraine et condamnant la guerre menée par la Russie,30 nov. 2022,matthieu-marchio
vote_629,POUR,Proposition de loi visant à inscrire l'IVG dans la Constitution,24 nov. 2022,matthieu-marchio
vote_623,POUR,Projet de loi d'orientation et de programmation du ministère de l'Intérieur (LOPMI),22 nov. 2022,matthieu-marchio
vote_510,POUR,"Baisser le taux de TVA sur l'énergie : gaz, électricité, fioul, carburants",07 nov. 2022,matthieu-marchio
vote_361,CONTRE,Projet de loi de programmation des finances publiques (2023 à 2027),25 oct. 2022,matthieu-marchio
vote_315,POUR,Relever l’abattement sur les successions et donations de 100 000 € à 150 000 €,14 oct. 2022,matthieu-marchio
vote_269,POUR,Créer une taxe temporaire sur les super-dividendes distribuées par les grandes entreprises,12 oct. 2022,matthieu-marchio
vote_210,POUR,Interdire aux salariés en CDD qui refusent un CDI de toucher une allocation chômage,05 oct. 2022,matthieu-marchio
vote_208,CONTRE,Moduler l'assurance chômage en fonction de la conjoncture économique,04 oct. 2022,matthieu-marchio
vote_189,CONTRE,Approuver le partenariat entre la France et le Qatar pour la sécurité du Mondial de foot,04 août 2022,matthieu-marchio
vote_184,ABSTENTION,Ratifier l'accord sur l'adhésion à l'OTAN de la Suède et de la Finlande,02 août 2022,matthieu-marchio
vote_126,POUR,Créer une nouvelle aide financière exceptionnelle pour les particuliers se chauffant au fioul,25 juill. 2022,matthieu-marchio
vote_131,ABSTENTION,Demander la gratuité de 40 litres d'eau par jour et par personne,25 juill. 2022,matthieu-marchio
vote_101,POUR,"Supprimer la redevance audiovisuelle, la taxe finançant l'audiovisuel public",23 juill. 2022,matthieu-marchio
vote_105,POUR,Créer une taxe exceptionnelle sur les super‑profits des entreprises pétrolières et des concessionnaires d'autoroutes,23 juill. 2022,matthieu-marchio
vote_81,POUR,Projet de loi pour le pouvoir d'achat,21 juill. 2022,matthieu-marchio
vote_3725,POUR,Projet de loi constitutionnelle modifiant le corps électoral en Nouvelle-Calédonie,14 mai 2024,thibaut-francois
vote_3576,POUR,Obliger les laboratoires d'idées (think tanks) à déclarer les dons et versements étrangers,26 mars 2024,thibaut-francois
vote_3546,CONTRE,Projet de loi relatif à la gouvernance de la sûreté nucléaire,19 mars 2024,thibaut-francois
vote_3461,ABSTENTION,Déclaration du gouvernement sur la stratégie d'aide à l'Ukraine,12 mars 2024,thibaut-francois
vote_3436,POUR,Proposition de loi portant réparation des personnes condamnées pour homosexualité entre 1945 et 1982,06 mars 2024,thibaut-francois
vote_c1,POUR,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,thibaut-francois
vote_3289,POUR,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,thibaut-francois
vote_3213,POUR,Projet de loi immigration,19 déc. 2023,thibaut-francois
vote_3203,POUR,Motion de rejet du projet de loi immigration,11 déc. 2023,thibaut-francois
vote_2988,POUR,Obliger les contrôleurs aériens à se déclarer en grève au moins 2 jours avant,15 nov. 2023,thibaut-francois
vote_2796,ABSTENTION,Projet de loi visant à sécuriser et réguler l'espace numérique,17 oct. 2023,thibaut-francois
vote_2624,POUR,Supprimer l'article créant un service public de la petite enfance,03 oct. 2023,thibaut-francois
vote_2256,POUR,Loi de programmation militaire 2024-2030,12 juill. 2023,thibaut-francois
vote_2046,POUR,Proposition de loi facilitant la mise en œuvre de la lutte contre l’artificialisation des sols,27 juin 2023,thibaut-francois
vote_1785,ABSTENTION,Élargir l'assiette de la taxe sur les transactions financières (TFF),08 juin 2023,thibaut-francois
vote_1778,POUR,Loi de programmation militaire 2024-2030,07 juin 2023,thibaut-francois
vote_1762,POUR,Prolonger le dispositif de plafonnement de la hausse des loyers,31 mai 2023,thibaut-francois
vote_1501,CONTRE,Afficher le drapeau européen sur les façades des mairies des villes de plus de 1 500 habitants,10 mai 2023,thibaut-francois
vote_1361,POUR,Proposition de loi visant à protéger les logements contre l'occupation illicite,04 avr. 2023,thibaut-francois
vote_1305,POUR,Projet de loi relatif aux Jeux olympiques de Paris 2024,28 mars 2023,thibaut-francois
vote_1243,POUR,Projet de loi d’accélération de l'énergie nucléaire,21 mars 2023,thibaut-francois
vote_1240,POUR,Réforme des retraites : Motion de censure transpartisane,20 mars 2023,thibaut-francois
vote_972,CONTRE,Retraites : créer un « index senior » dans les entreprises,14 févr. 2023,thibaut-francois
vote_931,POUR,Assurer un repas à 1 euros pour tous les étudiants,09 févr. 2023,thibaut-francois
vote_823,CONTRE,Projet de loi accélérant la production d’énergies renouvelables,10 janv. 2023,thibaut-francois
vote_770,POUR,Fixer une distance minimale de 40 kilomètres entre les éoliennes en mer et les côtes,13 déc. 2022,thibaut-francois
vote_652,ABSTENTION,Proposition de résolution soutenant l'Ukraine et condamnant la guerre menée par la Russie,30 nov. 2022,thibaut-francois
vote_633,POUR,Proposition de résolution en soutien au peuple iranien,28 nov. 2022,thibaut-francois
vote_623,POUR,Projet de loi d'orientation et de programmation du ministère de l'Intérieur (LOPMI),22 nov. 2022,thibaut-francois
vote_557,CONTRE,Projet de loi de finances rectificative pour 2022,08 nov. 2022,thibaut-francois
vote_510,POUR,"Baisser le taux de TVA sur l'énergie : gaz, électricité, fioul, carburants",07 nov. 2022,thibaut-francois
vote_490,POUR,Augmenter de 5 milliards d'euros les crédits pour la rénovation thermique des bâtiments,31 oct. 2022,thibaut-francois
vote_361,CONTRE,Projet de loi de programmation des finances publiques (2023 à 2027),25 oct. 2022,thibaut-francois
vote_325,ABSTENTION,Rétablir l'impôt de solidarité sur la fortune (ISF),17 oct. 2022,thibaut-francois
vote_315,POUR,Relever l’abattement sur les successions et donations de 100 000 € à 150 000 €,14 oct. 2022,thibaut-francois
vote_269,POUR,Créer une taxe temporaire sur les super-dividendes distribuées par les grandes entreprises,12 oct. 2022,thibaut-francois
vote_210,POUR,Interdire aux salariés en CDD qui refusent un CDI de toucher une allocation chômage,05 oct. 2022,thibaut-francois
vote_189,CONTRE,Approuver le partenariat entre la France et le Qatar pour la sécurité du Mondial de foot,04 août 2022,thibaut-francois
vote_184,ABSTENTION,Ratifier l'accord sur l'adhésion à l'OTAN de la Suède et de la Finlande,02 août 2022,thibaut-francois
vote_126,POUR,Créer une nouvelle aide financière exceptionnelle pour les particuliers se chauffant au fioul,25 juill. 2022,thibaut-francois
vote_131,ABSTENTION,Demander la gratuité de 40 litres d'eau par jour et par personne,25 juill. 2022,thibaut-francois
vote_101,POUR,"Supprimer la redevance audiovisuelle, la taxe finançant l'audiovisuel public",23 juill. 2022,thibaut-francois
vote_105,CONTRE,Créer une taxe exceptionnelle sur les super‑profits des entreprises pétrolières et des concessionnaires d'autoroutes,23 juill. 2022,thibaut-francois
vote_81,POUR,Projet de loi pour le pouvoir d'achat,21 juill. 2022,thibaut-francois
vote_3725,POUR,Projet de loi constitutionnelle modifiant le corps électoral en Nouvelle-Calédonie,14 mai 2024,philippe-ballard
vote_3643,ABSTENTION,Proposition de loi visant à limiter la diffusion des polluants éternels (PFAS),04 avr. 2024,philippe-ballard
vote_3653,ABSTENTION,Instaurer des prix planchers pour les agriculteurs,04 avr. 2024,philippe-ballard
vote_3576,POUR,Obliger les laboratoires d'idées (think tanks) à déclarer les dons et versements étrangers,26 mars 2024,philippe-ballard
vote_3562,CONTRE,Projet de loi renforçant la lutte contre les dérives sectaires,20 mars 2024,philippe-ballard
vote_3546,CONTRE,Projet de loi relatif à la gouvernance de la sûreté nucléaire,19 mars 2024,philippe-ballard
vote_3508,POUR,Proposition de loi visant à réduire l'impact environnemental de l'industrie textile,14 mars 2024,philippe-ballard
vote_3461,ABSTENTION,Déclaration du gouvernement sur la stratégie d'aide à l'Ukraine,12 mars 2024,philippe-ballard
vote_3442,CONTRE,Créer une taxe sur les bureaux vacants,07 mars 2024,philippe-ballard
vote_c1,ABSTENTION,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,philippe-ballard
vote_3213,POUR,Projet de loi immigration,19 déc. 2023,philippe-ballard
vote_3203,POUR,Motion de rejet du projet de loi immigration,11 déc. 2023,philippe-ballard
vote_3058,POUR,Maintenir l'unanimité au Conseil des ministres de l'UE pour respecter la souveraineté des Etats,29 nov. 2023,philippe-ballard
vote_3048,POUR,Créer une commission d'enquête sur le modèle économique et la qualité d'accueil des crèches,28 nov. 2023,philippe-ballard
vote_2988,POUR,Obliger les contrôleurs aériens à se déclarer en grève au moins 2 jours avant,15 nov. 2023,philippe-ballard
vote_2965,CONTRE,Projet de loi pour le plein emploi,14 nov. 2023,philippe-ballard
vote_2796,ABSTENTION,Projet de loi visant à sécuriser et réguler l'espace numérique,17 oct. 2023,philippe-ballard
vote_2256,POUR,Loi de programmation militaire 2024-2030,12 juill. 2023,philippe-ballard
vote_2046,POUR,Proposition de loi facilitant la mise en œuvre de la lutte contre l’artificialisation des sols,27 juin 2023,philippe-ballard
vote_1812,CONTRE,Déserts médicaux : réguler l'installation des médecins dans les zones bien pourvues en soignants,14 juin 2023,philippe-ballard
vote_1785,ABSTENTION,Élargir l'assiette de la taxe sur les transactions financières (TFF),08 juin 2023,philippe-ballard
vote_1778,POUR,Loi de programmation militaire 2024-2030,07 juin 2023,philippe-ballard
vote_1762,POUR,Prolonger le dispositif de plafonnement de la hausse des loyers,31 mai 2023,philippe-ballard
vote_1501,CONTRE,Afficher le drapeau européen sur les façades des mairies des villes de plus de 1 500 habitants,10 mai 2023,philippe-ballard
vote_1462,POUR,Proposition de loi réintégrant les soignants non-vaccinés contre le Covid-19,04 mai 2023,philippe-ballard
vote_1482,POUR,Proposition de loi protégeant le groupe EDF d'un démembrement,04 mai 2023,philippe-ballard
vote_1361,POUR,Proposition de loi visant à protéger les logements contre l'occupation illicite,04 avr. 2023,philippe-ballard
vote_1305,POUR,Projet de loi relatif aux Jeux olympiques de Paris 2024,28 mars 2023,philippe-ballard
vote_1243,POUR,Projet de loi d’accélération de l'énergie nucléaire,21 mars 2023,philippe-ballard
vote_1240,POUR,Réforme des retraites : Motion de censure transpartisane,20 mars 2023,philippe-ballard
vote_972,CONTRE,Retraites : créer un « index senior » dans les entreprises,14 févr. 2023,philippe-ballard
vote_947,CONTRE,Supprimer certains régimes spéciaux de retraite,10 févr. 2023,philippe-ballard
vote_931,POUR,Assurer un repas à 1 euros pour tous les étudiants,09 févr. 2023,philippe-ballard
vote_840,CONTRE,Inviter le Gouvernement à suspendre l'exploitation minière des fonds marins,17 janv. 2023,philippe-ballard
vote_823,CONTRE,Projet de loi accélérant la production d’énergies renouvelables,10 janv. 2023,philippe-ballard
vote_633,POUR,Proposition de résolution en soutien au peuple iranien,28 nov. 2022,philippe-ballard
vote_629,CONTRE,Proposition de loi visant à inscrire l'IVG dans la Constitution,24 nov. 2022,philippe-ballard
vote_623,POUR,Projet de loi d'orientation et de programmation du ministère de l'Intérieur (LOPMI),22 nov. 2022,philippe-ballard
vote_531,POUR,Créer une aide exceptionnelle de 230 millions d'euros pour les ménages se chauffant au bois,08 nov. 2022,philippe-ballard
vote_557,CONTRE,Projet de loi de finances rectificative pour 2022,08 nov. 2022,philippe-ballard
vote_530,POUR,"Réintroduire la réserve parlementaire, un fonds permettant aux députés de soutenir des associations",08 nov. 2022,philippe-ballard
vote_510,POUR,"Baisser le taux de TVA sur l'énergie : gaz, électricité, fioul, carburants",07 nov. 2022,philippe-ballard
vote_490,POUR,Augmenter de 5 milliards d'euros les crédits pour la rénovation thermique des bâtiments,31 oct. 2022,philippe-ballard
vote_361,CONTRE,Projet de loi de programmation des finances publiques (2023 à 2027),25 oct. 2022,philippe-ballard
vote_325,ABSTENTION,Rétablir l'impôt de solidarité sur la fortune (ISF),17 oct. 2022,philippe-ballard
vote_315,POUR,Relever l’abattement sur les successions et donations de 100 000 € à 150 000 €,14 oct. 2022,philippe-ballard
vote_269,POUR,Créer une taxe temporaire sur les super-dividendes distribuées par les grandes entreprises,12 oct. 2022,philippe-ballard
vote_210,POUR,Interdire aux salariés en CDD qui refusent un CDI de toucher une allocation chômage,05 oct. 2022,philippe-ballard
vote_208,CONTRE,Moduler l'assurance chômage en fonction de la conjoncture économique,04 oct. 2022,philippe-ballard
vote_189,CONTRE,Approuver le partenariat entre la France et le Qatar pour la sécurité du Mondial de foot,04 août 2022,philippe-ballard
vote_184,ABSTENTION,Ratifier l'accord sur l'adhésion à l'OTAN de la Suède et de la Finlande,02 août 2022,philippe-ballard
vote_126,POUR,Créer une nouvelle aide financière exceptionnelle pour les particuliers se chauffant au fioul,25 juill. 2022,philippe-ballard
vote_131,ABSTENTION,Demander la gratuité de 40 litres d'eau par jour et par personne,25 juill. 2022,philippe-ballard
vote_101,POUR,"Supprimer la redevance audiovisuelle, la taxe finançant l'audiovisuel public",23 juill. 2022,philippe-ballard
vote_105,POUR,Créer une taxe exceptionnelle sur les super‑profits des entreprises pétrolières et des concessionnaires d'autoroutes,23 juill. 2022,philippe-ballard
vote_44,CONTRE,Augmenter le salaire minimum (SMIC) à 1500 euros net mensuel,20 juill. 2022,philippe-ballard
vote_3725,POUR,Projet de loi constitutionnelle modifiant le corps électoral en Nouvelle-Calédonie,14 mai 2024,alexandre-sabatou
vote_3643,ABSTENTION,Proposition de loi visant à limiter la diffusion des polluants éternels (PFAS),04 avr. 2024,alexandre-sabatou
vote_3576,POUR,Obliger les laboratoires d'idées (think tanks) à déclarer les dons et versements étrangers,26 mars 2024,alexandre-sabatou
vote_3546,CONTRE,Projet de loi relatif à la gouvernance de la sûreté nucléaire,19 mars 2024,alexandre-sabatou
vote_3508,POUR,Proposition de loi visant à réduire l'impact environnemental de l'industrie textile,14 mars 2024,alexandre-sabatou
vote_3461,ABSTENTION,Déclaration du gouvernement sur la stratégie d'aide à l'Ukraine,12 mars 2024,alexandre-sabatou
vote_3436,POUR,Proposition de loi portant réparation des personnes condamnées pour homosexualité entre 1945 et 1982,06 mars 2024,alexandre-sabatou
vote_c1,POUR,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,alexandre-sabatou
vote_3289,POUR,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,alexandre-sabatou
vote_3213,POUR,Projet de loi immigration,19 déc. 2023,alexandre-sabatou
vote_3203,POUR,Motion de rejet du projet de loi immigration,11 déc. 2023,alexandre-sabatou
vote_3058,POUR,Maintenir l'unanimité au Conseil des ministres de l'UE pour respecter la souveraineté des Etats,29 nov. 2023,alexandre-sabatou
vote_2965,CONTRE,Projet de loi pour le plein emploi,14 nov. 2023,alexandre-sabatou
vote_2836,CONTRE,Obliger les entreprises financées par le plan France 2030 à publier un bilan carbone,02 nov. 2023,alexandre-sabatou
vote_2826,ABSTENTION,Augmenter le budget des préfectures pour permettre un meilleur accueil des usagers,31 oct. 2023,alexandre-sabatou
vote_2796,ABSTENTION,Projet de loi visant à sécuriser et réguler l'espace numérique,17 oct. 2023,alexandre-sabatou
vote_2256,POUR,Loi de programmation militaire 2024-2030,12 juill. 2023,alexandre-sabatou
vote_2137,CONTRE,Proposition de loi renforçant l'accès des femmes aux responsabilités dans la fonction publique,05 juill. 2023,alexandre-sabatou
vote_2046,POUR,Proposition de loi facilitant la mise en œuvre de la lutte contre l’artificialisation des sols,27 juin 2023,alexandre-sabatou
vote_1812,CONTRE,Déserts médicaux : réguler l'installation des médecins dans les zones bien pourvues en soignants,14 juin 2023,alexandre-sabatou
vote_1785,ABSTENTION,Élargir l'assiette de la taxe sur les transactions financières (TFF),08 juin 2023,alexandre-sabatou
vote_1778,POUR,Loi de programmation militaire 2024-2030,07 juin 2023,alexandre-sabatou
vote_1501,CONTRE,Afficher le drapeau européen sur les façades des mairies des villes de plus de 1 500 habitants,10 mai 2023,alexandre-sabatou
vote_1462,POUR,Proposition de loi réintégrant les soignants non-vaccinés contre le Covid-19,04 mai 2023,alexandre-sabatou
vote_1482,POUR,Proposition de loi protégeant le groupe EDF d'un démembrement,04 mai 2023,alexandre-sabatou
vote_1361,POUR,Proposition de loi visant à protéger les logements contre l'occupation illicite,04 avr. 2023,alexandre-sabatou
vote_1305,POUR,Projet de loi relatif aux Jeux olympiques de Paris 2024,28 mars 2023,alexandre-sabatou
vote_1243,POUR,Projet de loi d’accélération de l'énergie nucléaire,21 mars 2023,alexandre-sabatou
vote_1240,POUR,Réforme des retraites : Motion de censure transpartisane,20 mars 2023,alexandre-sabatou
